wer,wer_global,streaming_latency,streaming_latency_global,confirmed_streaming_latency,confirmed_streaming_latency_global,model_timestamp_streaming_latency,model_timestamp_streaming_latency_global,model_timestamp_confirmed_streaming_latency,model_timestamp_confirmed_streaming_latency_global,number_deletions,number_deletions_global,number_substitutions,number_substitutions_global,number_insertions,number_insertions_global
0.125,0.125,0.4640333601286185,0.4640333601286185,1.6605765754132251,1.6605765754132251,0.39046218078452605,0.39046218078452605,1.7505747351960335,1.7505747351960335,0,0.0,2,2.0,0,0.0
0.0,0.05263157894736842,0.41798181472219315,0.44191543944853634,1.1008840605570378,1.338351671506321,0.41261843624897293,0.3999880435408377,1.2213675195934055,1.4470588268501645,0,0.0,2,4.0,0,0.0
0.0,0.041666666666666664,0.6011399183951044,0.47933137908992957,1.043900098425198,1.2709460953782479,0.7276635413114321,0.4372080851669119,1.182711854242421,1.3877566557579564,0,0.0,1,5.0,0,0.0
0.09090909090909091,0.05714285714285714,0.4277730897238326,0.46178573859353783,1.3403608937969307,1.2939800331017424,0.40011721704280145,0.42414720170114323,1.4152174517705538,1.3972070043986116,1,1.0,5,10.0,0,0.0
0.0,0.044444444444444446,0.346958056126718,0.43028028519575423,1.4970436283775435,1.3412788380618195,0.37592830242164926,0.4122925553416642,1.5280952995470436,1.4285009805615474,0,1.0,5,15.0,5,5.0
0.0,0.0392156862745098,0.33752954566251947,0.4092857518020536,1.6679463682432458,1.4114267162080387,0.509607176472509,0.4341961677994773,1.8091970694452555,1.507048217110761,0,1.0,3,18.0,0,5.0
0.0,0.03278688524590164,0.459311789692811,0.41404704936599174,1.0176918465227838,1.3596953991455587,0.43050267396357716,0.43270162408689694,1.1121505363953175,1.4585337053379668,0,1.0,1,19.0,0,5.0
0.0,0.029850746268656716,0.40082352906469115,0.4126997585766615,1.211319429272121,1.3421282143315982,0.4382213072145406,0.4330167143089027,1.2949019975088463,1.4391036304926401,0,1.0,1,20.0,0,5.0
0.0,0.02666666666666667,0.3801143139160913,0.4090731727497997,1.5339763721345605,1.3663278121965856,0.45311588151379034,0.4347338120274036,1.632831841570012,1.4616255313822992,0,1.0,1,21.0,0,5.0
0.0,0.023255813953488372,0.3070018112293582,0.39194743066955,1.4058028744725763,1.3721378353354834,0.37854516489366064,0.42806147413078477,1.5763472457985106,1.4784460122953718,1,2.0,3,24.0,0,5.0
0.0,0.020833333333333332,0.4828230387325242,0.40001567369242097,1.1948246866124785,1.3551892969495978,0.5670241329145792,0.4368886321416874,1.316147542809321,1.4627438611549566,0,2.0,2,26.0,0,5.0
0.0,0.018867924528301886,0.39601121164204417,0.39970044132445226,1.2535605814702242,1.3450478571605406,0.3410993786224465,0.429747841414345,1.4624389940939369,1.462716766755412,0,2.0,1,27.0,0,5.0
0.0,0.017094017094017096,0.43588025055791085,0.40255423989973427,1.1044926774753154,1.3274480114485094,0.5031985355445735,0.4327671234134808,1.199300023117664,1.4449663131530712,0,2.0,4,31.0,0,5.0
0.0,0.01652892561983471,0.3177915002200487,0.3961851512727726,1.114445015226932,1.3154617626741612,0.4332542393105338,0.43278791322674004,1.1747872255960115,1.4288719950500162,0,2.0,2,33.0,0,5.0
0.18181818181818182,0.030303030303030304,0.43136472477461985,0.3991402228233211,1.5145387561672312,1.3286527470517357,0.45518905764484074,0.43423119215412104,1.5906896053593491,1.4399527761741158,1,3.0,4,37.0,0,5.0
0.14285714285714285,0.03597122302158273,0.36517374156750815,0.3967820219541955,1.2449487818383187,1.3237550584978532,0.43974684669445624,0.43456373097690826,1.319363676231879,1.432599782386346,1,4.0,3,40.0,0,5.0
0.0,0.03289473684210526,0.41933593456627977,0.39830032594544834,1.4301026347156909,1.3335326822914773,0.4894396313036297,0.4376219123838508,1.519943961052362,1.4404440119681101,0,4.0,1,41.0,0,5.0
0.0,0.03164556962025317,0.44651256203474043,0.40018806275807745,1.0627689327015757,1.3216767399211065,0.48590042256033306,0.4390893271706156,1.2434090698120768,1.432067647159066,0,4.0,1,42.0,0,5.0
0.125,0.03614457831325301,0.30722321137867376,0.39373418055525533,1.34023532492355,1.3228745154136714,0.27238399466760516,0.40699925636660245,1.4790344747166557,1.435142225061508,1,5.0,3,45.0,0,5.0
