wer,wer_global,streaming_latency,streaming_latency_global,confirmed_streaming_latency,confirmed_streaming_latency_global,model_timestamp_streaming_latency,model_timestamp_streaming_latency_global,model_timestamp_confirmed_streaming_latency,model_timestamp_confirmed_streaming_latency_global,number_deletions,number_deletions_global,number_substitutions,number_substitutions_global,number_insertions,number_insertions_global
0.0,0.0,,,1.441639666411045,1.441639666411045,,,,,,,,,,
0.0,0.0,,,1.3455682337266863,1.3934296084049687,,,,,,,,,,
0.2,0.041666666666666664,,,,1.3934296084049687,,,,,,,,,,
0.0,0.02857142857142857,,,1.5993180212984537,1.4652923092187637,,,,,,,,,,
0.1,0.044444444444444446,,,1.7159817998573228,1.5445002828214691,,,,,,,,,,
0.0,0.0392156862745098,,,1.3591161673102425,1.491309150910211,,,,,,,,,,
0.0,0.03278688524590164,,,1.237736220472443,1.4634859239666531,,,,,,,,,,
0.0,0.029850746268656716,,,1.4238484756133925,1.458286596586913,,,,,,,,,,
0.125,0.04,,,,1.458286596586913,,,,,,,,,,
0.0,0.03488372093023256,,,1.9877594678528248,1.5509010013851385,,,,,,,,,,
0.0,0.03125,,,1.4688098336288744,1.543508738523091,,,,,,,,,,
0.0,0.02830188679245283,,,1.7368257528975897,1.5628587413122192,,,,,,,,,,
0.0,0.02564102564102564,,,1.3067573225246885,1.5440683154548163,,,,,,,,,,
0.0,0.024793388429752067,,,0.6512485083279747,1.4514941038160154,,,,,,,,,,
0.36363636363636365,0.05303030303030303,,,1.7044728157306839,1.4702615853185454,,,,,,,,,,
0.0,0.050359712230215826,,,1.1724727382875624,1.4480845909385895,,,,,,,,,,
0.07692307692307693,0.05263157894736842,,,2.0309473236462994,1.496612556499679,,,,,,,,,,
0.0,0.05063291139240506,,,1.1174782163507886,1.4810104646557167,,,,,,,,,,
0.125,0.05421686746987952,,,1.3635415725833913,1.4725393768468125,,,,,,,,,,
0.16666666666666666,0.05813953488372093,,,1.2858629143822269,1.45995867694499,,,,,,,,,,
0.0,0.05555555555555555,,,1.5126593601895757,1.462385610206578,,,,,,,,,,
0.0,0.05319148936170213,,,1.6846750330008822,1.4703584301285715,,,,,,,,,,
0.0,0.05025125628140704,,,1.5924052047231998,1.4757417455670643,,,,,,,,,,
0.0,0.049019607843137254,,,0.8932482451403898,1.4624885282325855,,,,,,,,,,
0.0,0.046511627906976744,,,1.723549012390673,1.473044516491364,,,,,,,,,,
0.0,0.044642857142857144,,,1.5025594445788983,1.474017716830083,,,,,,,,,,
0.1,0.04700854700854701,,,1.1814547646635167,1.4579151615085892,,,,,,,,,,
0.0,0.04583333333333333,,,1.1655010616069046,1.440344886224187,,,,,,,,,,
0.21428571428571427,0.05511811023622047,,,1.930229216618767,1.4763052653458646,,,,,,,,,,
0.125,0.05725190839694656,,,1.1318570926397644,1.4595980167593285,,,,,,,,,,
0.0,0.05434782608695652,,,3.09945771205975,1.5565005298955574,,,,,,,,,,
0.14285714285714285,0.05653710247349823,,,1.614537303332772,1.5587176294911629,,,,,,,,,,
0.09090909090909091,0.05782312925170068,,,2.269988549549208,1.5934434934396253,,,,,,,,,,
0.0,0.056666666666666664,,,1.6201494450012437,1.5938983546034415,,,,,,,,,,
0.0,0.05466237942122187,,,1.749457599888406,1.5986745253229406,,,,,,,,,,
0.0,0.052795031055900624,,,2.0700269091444614,1.6135377707096263,,,,,,,,,,
0.0,0.051829268292682924,,,1.9170887488621533,1.6269183540522307,,,,,,,,,,
0.0,0.050746268656716415,,,1.2021402451775536,1.6116543108533772,,,,,,,,,,
0.0,0.04985337243401759,,,1.1874103333208963,1.5945454384094868,,,,,,,,,,
0.0,0.04899135446685879,,,2.067843026640279,1.615963568837888,,,,,,,,,,
0.0,0.04735376044568245,,,1.9685196206062892,1.624815292029126,,,,,,,,,,
0.0,0.04644808743169399,,,1.5620402317213613,1.6235677115583942,,,,,,,,,,
0.0,0.04533333333333334,,,1.6107157961713785,1.623221133266304,,,,,,,,,,
0.0,0.04404145077720207,,,1.7175831971752369,1.625461980812344,,,,,,,,,,
0.0,0.042821158690176324,,,2.0782853068450065,1.6352539797674945,,,,,,,,,,
0.0,0.04218362282878412,,,1.4668312258726297,1.631782645445302,,,,,,,,,,
0.0,0.0407673860911271,,,3.4401370753790914,1.6892090847236956,,,,,,,,,,
0.0,0.04028436018957346,,,1.1015000000000013,1.683779131283753,,,,,,,,,,
0.0,0.03926096997690531,,,1.9058475599637146,1.6877186207228487,,,,,,,,,,
0.0,0.03837471783295711,,,2.0099791260850677,1.6942713825238704,,,,,,,,,,
0.0,0.03777777777777778,,,1.748056852185384,1.69569132681666,,,,,,,,,,
0.0,0.03711790393013101,,,1.7192984387510035,1.6961247857120525,,,,,,,,,,
0.0,0.03624733475479744,,,1.7851395529218796,1.6974798888532776,,,,,,,,,,
0.18181818181818182,0.03958333333333333,,,1.5505397545602289,1.6954783352887801,,,,,,,,,,
0.0,0.039014373716632446,,,1.4169718742631474,1.6921453850575772,,,,,,,,,,
0.0,0.038539553752535496,,,1.259117823385877,1.6867672531246394,,,,,,,,,,
0.0,0.03762376237623762,,,1.9412850223787865,1.6919723083552896,,,,,,,,,,
0.14285714285714285,0.0390625,,,1.5048296866750623,1.6888795889284396,,,,,,,,,,
0.0,0.03861003861003861,,,1.2505881705279278,1.6799761476439639,,,,,,,,,,
0.0,0.03787878787878788,,,1.2628926871032427,1.674708258848577,,,,,,,,,,
0.25,0.041044776119402986,,,1.061905479249743,1.6680469377465705,,,,,,,,,,
0.0,0.040293040293040296,,,1.2719765700325079,1.6634836793056373,,,,,,,,,,
0.1111111111111111,0.04144144144144144,,,1.5843250205053363,1.662284556492083,,,,,,,,,,
0.25,0.04293381037567084,,,,1.662284556492083,,,,,,,,,,
0.0,0.042105263157894736,,,1.1860001447063793,1.6566925565528907,,,,,,,,,,
0.09090909090909091,0.043029259896729774,,,1.4902166863584134,1.6547035632313705,,,,,,,,,,
0.14285714285714285,0.04421768707482993,,,0.45514177319720456,1.6462291379329148,,,,,,,,,,
0.0,0.04377104377104377,,,0.9876793450310456,1.640936075057035,,,,,,,,,,
0.0,0.04311774461028192,,,1.6411858295641468,1.640939674410537,,,,,,,,,,
0.16666666666666666,0.04433497536945813,,,0.962562809264618,1.6305404097325362,,,,,,,,,,
0.16666666666666666,0.04552845528455285,,,1.051895786514062,1.626327044720414,,,,,,,,,,
0.0,0.0449438202247191,,,2.045498790322584,1.633721207445788,,,,,,,,,,
0.0,0.04416403785488959,,,1.5082073308064183,1.6322753860971824,,,,,,,,,,
0.0,0.043410852713178294,,,1.2648935466807738,1.628409899476029,,,,,,,,,,
0.18181818181818182,0.04573170731707317,,,1.676940094233638,1.6290182440389744,,,,,,,,,,
0.07692307692307693,0.04633781763826607,,,1.968798484436759,1.635960114702026,,,,,,,,,,
0.0,0.045925925925925926,,,1.4153576853884642,1.63355236317749,,,,,,,,,,
0.0,0.04512372634643377,,,1.8484351261626084,1.6367398252840328,,,,,,,,,,
0.2,0.046242774566473986,,,1.1300000000000008,1.6362879280899774,,,,,,,,,,
0.0,0.045584045584045586,,,1.800038230375937,1.638702515548261,,,,,,,,,,
0.0,0.04507042253521127,,,0.8550265625000011,1.6340362237385606,,,,,,,,,,
0.16666666666666666,0.046089385474860335,,,0.9648175912991932,1.6297905231675858,,,,,,,,,,
0.0,0.0453920220082531,,,1.6408791516565,1.6299246834360535,,,,,,,,,,
0.0,0.045020463847203276,,,1.743477041384154,1.6311641371459793,,,,,,,,,,
0.09090909090909091,0.0456989247311828,,,1.9992394188968394,1.635572986770975,,,,,,,,,,
0.2857142857142857,0.047936085219707054,,,1.4197374338801945,1.6336118836805325,,,,,,,,,,
0.1,0.04862023653088042,,,2.696399492372278,1.6533533979168573,,,,,,,,,,
0.0,0.04811443433029909,,,1.7805661312533039,1.6549478694535276,,,,,,,,,,
0.0,0.047435897435897434,,,1.9270354876564704,1.6585985443525908,,,,,,,,,,
0.0,0.04701397712833545,,,1.5444515936932872,1.6574368050248323,,,,,,,,,,
0.1111111111111111,0.04773869346733668,,,2.0448304108818975,1.661938760514857,,,,,,,,,,
0.0,0.0472636815920398,,,1.70750866096387,1.6622381215893436,,,,,,,,,,
0.16666666666666666,0.04814814814814815,,,1.187018038779404,1.658872766787411,,,,,,,,,,
0.0,0.04767726161369193,,,1.383426591375772,1.6564781230035586,,,,,,,,,,
0.0,0.047044632086851626,,,1.4832765042184748,1.6549254951600496,,,,,,,,,,
0.0,0.04642857142857143,,,2.0917056971744494,1.6592074880324312,,,,,,,,,,
0.0,0.045990566037735846,,,1.6768114617841012,1.659327680683709,,,,,,,,,,
0.0,0.045774647887323945,,,1.4482524656946847,1.658740543902736,,,,,,,,,,
0.0,0.04513888888888889,,,2.932055012001567,1.6796466246336847,,,,,,,,,,
0.0,0.04482758620689655,,,1.7588470163635326,1.6805029782383876,,,,,,,,,,
0.0,0.04462242562929062,,,1.0158804466230948,1.6764086397200681,,,,,,,,,,
0.0,0.04426787741203178,,,1.629204773416798,1.6757348378188603,,,,,,,,,,
0.0,0.043869516310461196,,,1.8638691904254565,1.6778283076478433,,,,,,,,,,
0.09090909090909091,0.044444444444444446,,,0.8018098159509222,1.6739344206903233,,,,,,,,,,
0.18181818181818182,0.04610318331503842,,,1.8488152490211542,1.6755910624559927,,,,,,,,,,
0.0,0.04580152671755725,,,1.3628499585984364,1.6732017004583075,,,,,,,,,,
0.0,0.04550379198266522,,,1.2967323083090831,1.6681972573296762,,,,,,,,,,
0.0,0.044823906083244394,,,2.3038976814516023,1.6767923699893685,,,,,,,,,,
0.0,0.044350580781414996,,,1.5517364729211707,1.6756313478101577,,,,,,,,,,
0.125,0.04502617801047121,,,1.3731082044465948,1.6732356352892865,,,,,,,,,,
0.0,0.044745057232049947,,,1.1625771232185174,1.670731399054796,,,,,,,,,,
0.0,0.04455958549222798,,,1.0152720048899766,1.6686956288577737,,,,,,,,,,
0.0,0.04405737704918033,,,2.462276601356154,1.6789159263243858,,,,,,,,,,
0.0,0.04369918699186992,,,2.137028013833995,1.6842823506444302,,,,,,,,,,
0.0,0.04321608040201005,,,2.2845858533882235,1.6891578838752292,,,,,,,,,,
0.2727272727272727,0.04572564612326044,,,1.5248377638380928,1.6876937270826982,,,,,,,,,,
